"","date","prod.group","avg.per.week.price","base.week.price","change.to.base.week","prod.cat","food.norms","month.basket.cost.bw","month.basket.cost.cw"
"1",2023-09-07,"бобові",62.55,62.55,0,"бакалія",1.9,9.90375,9.90375
"2",2023-09-07,"борошно пшеничне",17.257,17.257,0,"бакалія",9.4,13.5179833333333,13.5179833333333
"3",2023-09-07,"буряки",9.29,9.29,0,"овочі та фрукти",9,6.9675,6.9675
"4",2023-09-07,"вівсяна крупа",65.6,65.6,0,"бакалія",1.1,6.01333333333333,6.01333333333333
"5",2023-09-07,"гречана крупа",53.189,53.189,0,"бакалія",2,8.86483333333333,8.86483333333333
"6",2023-09-07,"кава мелена",530.118,530.118,0,"бакалія",0.5,22.08825,22.08825
"7",2023-09-07,"капуста",28.95,28.95,0,"овочі та фрукти",28,67.55,67.55
"8",2023-09-07,"картопля",8.27,8.27,0,"овочі та фрукти",95,65.4708333333333,65.4708333333333
"9",2023-09-07,"квашені овочі",106.548,106.548,0,"овочі та фрукти",3,26.637,26.637
"10",2023-09-07,"кефір",43.907,43.907,0,"молоко, молочні продукти",55,201.240416666667,201.240416666667
"11",2023-09-07,"ковбасні вироби",382.285,382.285,0,"м'ясо та м'ясопродукти, птиця",9,286.71375,286.71375
"12",2023-09-07,"кондитерські вироби",192.229,192.229,0,"кондитерські вироби",13,208.248083333333,208.248083333333
"13",2023-09-07,"макаронні вироби",37.888,37.888,0,"бакалія",4,12.6293333333333,12.6293333333333
"14",2023-09-07,"маргарин",99.6,99.6,0,"бакалія",2,16.6,16.6
"15",2023-09-07,"масло вершкове",372.548,372.548,0,"молоко, молочні продукти",5,155.228333333333,155.228333333333
"16",2023-09-07,"молоко",42.863,42.863,0,"молоко, молочні продукти",60,214.315,214.315
"17",2023-09-07,"морква",12.85,12.85,0,"овочі та фрукти",9,9.6375,9.6375
"18",2023-09-07,"огірки",17.89,17.89,0,"овочі та фрукти",12.5,18.6354166666667,18.6354166666667
"19",2023-09-07,"олія соняшникова",68.903,68.903,0,"бакалія",7.1,40.7676083333333,40.7676083333333
"20",2023-09-07,"оселедеці",151.176,151.176,0,"риба",4,50.392,50.392
"21",2023-09-07,"помідори",27.577,27.577,0,"овочі та фрукти",12.5,28.7260416666667,28.7260416666667
"22",2023-09-07,"птиця",131.9,131.9,0,"м'ясо та м'ясопродукти, птиця",14,153.883333333333,153.883333333333
"23",2023-09-07,"пшоняна крупа",26.9,26.9,0,"бакалія",1,2.24166666666667,2.24166666666667
"24",2023-09-07,"риба заморожена",139.367,139.367,0,"риба",2,23.2278333333333,23.2278333333333
"25",2023-09-07,"риба свіжа, рибні продукти",372.69,372.69,0,"риба",7,217.4025,217.4025
"26",2023-09-07,"рисова крупа",70.027,70.027,0,"бакалія",2.5,14.5889583333333,14.5889583333333
"27",2023-09-07,"ряжанка",57.875,57.875,0,"молоко, молочні продукти",5,24.1145833333333,24.1145833333333
"28",2023-09-07,"сало",244.99,244.99,0,"м'ясо та м'ясопродукти, птиця",2,40.8316666666667,40.8316666666667
"29",2023-09-07,"свинина",244.618,244.618,0,"м'ясо та м'ясопродукти, птиця",8,163.078666666667,163.078666666667
"30",2023-09-07,"сир м'який",575.237,575.237,0,"молоко, молочні продукти",10,479.364166666667,479.364166666667
"31",2023-09-07,"сир твердий",476.111,476.111,0,"молоко, молочні продукти",3.5,138.865708333333,138.865708333333
"32",2023-09-07,"сметана",113.461,113.461,0,"молоко, молочні продукти",5,47.2754166666667,47.2754166666667
"33",2023-09-07,"спеції",583.03,583.03,0,"бакалія",0.3,14.57575,14.57575
"34",2023-09-07,"субпродукти",102.154,102.154,0,"м'ясо та м'ясопродукти, птиця",4,34.0513333333333,34.0513333333333
"35",2023-09-07,"сухофрукти",354.463,354.463,0,"бакалія",4,118.154333333333,118.154333333333
"36",2023-09-07,"сіль",19.309,19.309,0,"бакалія",3,4.82725,4.82725
"37",2023-09-07,"фрукти, ягоди свіжі",63.027,63.027,0,"овочі та фрукти",60,315.135,315.135
"38",2023-09-07,"хліб житній",54.75,54.75,0,"бакалія",39,177.9375,177.9375
"39",2023-09-07,"хліб пшеничний",46.58,46.58,0,"бакалія",62,240.663333333333,240.663333333333
"40",2023-09-07,"цибуля",15.463,15.463,0,"овочі та фрукти",9.1,11.7261083333333,11.7261083333333
"41",2023-09-07,"цукор",52,52,0,"бакалія",24,104,104
"42",2023-09-07,"чай",824.363,824.363,0,"бакалія",0.4,27.4787666666667,27.4787666666667
"43",2023-09-07,"часник",114.95,114.95,0,"овочі та фрукти",0.9,8.62125,8.62125
"44",2023-09-07,"яйця",49.733,49.733,0,"яйця",220,91.1771666666667,91.1771666666667
"45",2023-09-07,"яловичина",445.8,445.8,0,"м'ясо та м'ясопродукти, птиця",16,594.4,594.4
"46",2023-09-07,"інші крупи",13.05,13.05,0,"бакалія",0.5,0.54375,0.54375
"47",2023-09-07,"інші сезонні овочі",31.426,31.426,0,"овочі та фрукти",26,68.0896666666667,68.0896666666667
"48",2023-09-21,"бобові",62.2,62.55,-0.006,"бакалія",1.9,9.90375,9.84833333333333
"49",2023-09-21,"борошно пшеничне",17.54,17.257,0.016,"бакалія",9.4,13.5179833333333,13.7396666666667
"50",2023-09-21,"буряки",8.95,9.29,-0.037,"овочі та фрукти",9,6.9675,6.7125
"51",2023-09-21,"вівсяна крупа",65.6,65.6,0,"бакалія",1.1,6.01333333333333,6.01333333333333
"52",2023-09-21,"гречана крупа",54.189,53.189,0.019,"бакалія",2,8.86483333333333,9.0315
"53",2023-09-21,"кава мелена",504.049,530.118,-0.049,"бакалія",0.5,22.08825,21.0020416666667
"54",2023-09-21,"капуста",28.8,28.95,-0.005,"овочі та фрукти",28,67.55,67.2
"55",2023-09-21,"картопля",13.462,8.27,0.628,"овочі та фрукти",95,65.4708333333333,106.574166666667
"56",2023-09-21,"квашені овочі",112.115,106.548,0.052,"овочі та фрукти",3,26.637,28.02875
"57",2023-09-21,"кефір",46.36,43.907,0.056,"молоко, молочні продукти",55,201.240416666667,212.483333333333
"58",2023-09-21,"ковбасні вироби",376.798,382.285,-0.014,"м'ясо та м'ясопродукти, птиця",9,286.71375,282.5985
"59",2023-09-21,"кондитерські вироби",177.453,192.229,-0.077,"кондитерські вироби",13,208.248083333333,192.24075
"60",2023-09-21,"макаронні вироби",37.888,37.888,0,"бакалія",4,12.6293333333333,12.6293333333333
"61",2023-09-21,"маргарин",99.6,99.6,0,"бакалія",2,16.6,16.6
"62",2023-09-21,"масло вершкове",349.856,372.548,-0.061,"молоко, молочні продукти",5,155.228333333333,145.773333333333
"63",2023-09-21,"молоко",41.817,42.863,-0.024,"молоко, молочні продукти",60,214.315,209.085
"64",2023-09-21,"морква",6.99,12.85,-0.456,"овочі та фрукти",9,9.6375,5.2425
"65",2023-09-21,"огірки",29.74,17.89,0.662,"овочі та фрукти",12.5,18.6354166666667,30.9791666666667
"66",2023-09-21,"олія соняшникова",65.617,68.903,-0.048,"бакалія",7.1,40.7676083333333,38.8233916666667
"67",2023-09-21,"оселедеці",151.176,151.176,0,"риба",4,50.392,50.392
"68",2023-09-21,"помідори",45.89,27.577,0.664,"овочі та фрукти",12.5,28.7260416666667,47.8020833333333
"69",2023-09-21,"птиця",128.001,131.9,-0.03,"м'ясо та м'ясопродукти, птиця",14,153.883333333333,149.3345
"70",2023-09-21,"пшоняна крупа",26.9,26.9,0,"бакалія",1,2.24166666666667,2.24166666666667
"71",2023-09-21,"риба заморожена",140.083,139.367,0.005,"риба",2,23.2278333333333,23.3471666666667
"72",2023-09-21,"риба свіжа, рибні продукти",205.297,372.69,-0.449,"риба",7,217.4025,119.756583333333
"73",2023-09-21,"рисова крупа",69.094,70.027,-0.013,"бакалія",2.5,14.5889583333333,14.3945833333333
"74",2023-09-21,"ряжанка",58.85,57.875,0.017,"молоко, молочні продукти",5,24.1145833333333,24.5208333333333
"75",2023-09-21,"сало",244.99,244.99,0,"м'ясо та м'ясопродукти, птиця",2,40.8316666666667,40.8316666666667
"76",2023-09-21,"свинина",244.292,244.618,-0.001,"м'ясо та м'ясопродукти, птиця",8,163.078666666667,162.861333333333
"77",2023-09-21,"сир м'який",388.536,575.237,-0.325,"молоко, молочні продукти",10,479.364166666667,323.78
"78",2023-09-21,"сир твердий",473.95,476.111,-0.005,"молоко, молочні продукти",3.5,138.865708333333,138.235416666667
"79",2023-09-21,"сметана",116.958,113.461,0.031,"молоко, молочні продукти",5,47.2754166666667,48.7325
"80",2023-09-21,"спеції",575.38,583.03,-0.013,"бакалія",0.3,14.57575,14.3845
"81",2023-09-21,"субпродукти",92.154,102.154,-0.098,"м'ясо та м'ясопродукти, птиця",4,34.0513333333333,30.718
"82",2023-09-21,"сухофрукти",359.463,354.463,0.014,"бакалія",4,118.154333333333,119.821
"83",2023-09-21,"сіль",19.345,19.309,0.002,"бакалія",3,4.82725,4.83625
"84",2023-09-21,"фрукти, ягоди свіжі",65.176,63.027,0.034,"овочі та фрукти",60,315.135,325.88
"85",2023-09-21,"хліб житній",54.75,54.75,0,"бакалія",39,177.9375,177.9375
"86",2023-09-21,"хліб пшеничний",45.603,46.58,-0.021,"бакалія",62,240.663333333333,235.6155
"87",2023-09-21,"цибуля",15.95,15.463,0.031,"овочі та фрукти",9.1,11.7261083333333,12.0954166666667
"88",2023-09-21,"цукор",52,52,0,"бакалія",24,104,104
"89",2023-09-21,"чай",829.743,824.363,0.007,"бакалія",0.4,27.4787666666667,27.6581
"90",2023-09-21,"часник",119.95,114.95,0.043,"овочі та фрукти",0.9,8.62125,8.99625
"91",2023-09-21,"яйця",50.1,49.733,0.007,"яйця",220,91.1771666666667,91.85
"92",2023-09-21,"яловичина",467.8,445.8,0.049,"м'ясо та м'ясопродукти, птиця",16,594.4,623.733333333333
"93",2023-09-21,"інші крупи",12.4,13.05,-0.05,"бакалія",0.5,0.54375,0.516666666666667
"94",2023-09-21,"інші сезонні овочі",30.226,31.426,-0.038,"овочі та фрукти",26,68.0896666666667,65.4896666666667
"95",2023-09-28,"бобові",55,62.55,-0.121,"бакалія",1.9,9.90375,8.70833333333333
"96",2023-09-28,"борошно пшеничне",17.54,17.257,0.016,"бакалія",9.4,13.5179833333333,13.7396666666667
"97",2023-09-28,"буряки",8.89,9.29,-0.043,"овочі та фрукти",9,6.9675,6.6675
"98",2023-09-28,"вівсяна крупа",65.6,65.6,0,"бакалія",1.1,6.01333333333333,6.01333333333333
"99",2023-09-28,"гречана крупа",52.749,53.189,-0.008,"бакалія",2,8.86483333333333,8.7915
"100",2023-09-28,"кава мелена",467.8,530.118,-0.118,"бакалія",0.5,22.08825,19.4916666666667
"101",2023-09-28,"капуста",7.65,28.95,-0.736,"овочі та фрукти",28,67.55,17.85
"102",2023-09-28,"картопля",8.99,8.27,0.087,"овочі та фрукти",95,65.4708333333333,71.1708333333333
"103",2023-09-28,"квашені овочі",109.243,106.548,0.025,"овочі та фрукти",3,26.637,27.31075
"104",2023-09-28,"кефір",45.573,43.907,0.038,"молоко, молочні продукти",55,201.240416666667,208.87625
"105",2023-09-28,"ковбасні вироби",383.436,382.285,0.003,"м'ясо та м'ясопродукти, птиця",9,286.71375,287.577
"106",2023-09-28,"кондитерські вироби",178.38,192.229,-0.072,"кондитерські вироби",13,208.248083333333,193.245
"107",2023-09-28,"макаронні вироби",40.888,37.888,0.079,"бакалія",4,12.6293333333333,13.6293333333333
"108",2023-09-28,"маргарин",109.667,99.6,0.101,"бакалія",2,16.6,18.2778333333333
"109",2023-09-28,"масло вершкове",362.033,372.548,-0.028,"молоко, молочні продукти",5,155.228333333333,150.847083333333
"110",2023-09-28,"молоко",42.678,42.863,-0.004,"молоко, молочні продукти",60,214.315,213.39
"111",2023-09-28,"морква",12.85,12.85,0,"овочі та фрукти",9,9.6375,9.6375
"112",2023-09-28,"огірки",30.89,17.89,0.727,"овочі та фрукти",12.5,18.6354166666667,32.1770833333333
"113",2023-09-28,"олія соняшникова",63.773,68.903,-0.074,"бакалія",7.1,40.7676083333333,37.7323583333333
"114",2023-09-28,"оселедеці",151.176,151.176,0,"риба",4,50.392,50.392
